ID,Group,Gender,Age,Education,Condition,MinAl,MinNonAl,CV,Lags,NTrials,RobustCV,QCV
01_21_TD,1,2,24,16,3,-10.651184375524,-6.66104139825017,29.1704636993093,154.729446308725,149,0.0704225352112676,0.0340136054421769
01_21_TD,1,2,24,16,2,-15.7306793451333,-13.3160858976766,8.31538842146638,170.749240451389,144,0.0333333333333333,0.0165745856353591
01_21_TD,1,2,24,16,4,-19.8147813809035,-13.2387964320436,30.0295754409484,176.664169520548,146,0.857142857142857,0.3
01_22_GK,1,2,27,12,1,-17.3598486630165,-13.8851383882736,7.88884583755377,179.621067176871,147,0.105263157894737,0.0537634408602151
01_22_GK,1,2,27,12,3,-16.1215889755841,-14.9750563285776,2.81914795642656,172.454202586207,145,0.0581395348837209,0.0282485875706215
01_22_GK,1,2,27,12,2,-24.8224139099672,-20.9030546805821,19.867968818013,199.464507450331,151,0.0303030303030303,0.0153846153846154
01_22_GK,1,2,27,12,4,-16.8153671475049,-15.9621951738756,2.07156313856892,185.643155809859,142,0,0
01_23_KI,1,1,49,14,1,-12.1132860256166,-4.84031539259982,29.7769818493816,183.022427721088,147,0.528846153846154,0.310734463276836
01_23_KI,1,1,49,14,3,-7.85310432491878,-1.37977858030569,31.2680850413851,184.583690068493,146,0.619565217391304,0.311475409836066
01_23_KI,1,1,49,14,2,-10.711775214416,-5.37318540584955,31.0296501387277,160.5224609375,144,0.5375,0.270440251572327
01_23_KI,1,1,49,14,4,-8.38019373250466,-4.57620775418081,7.23186558681519,207.852909482759,145,0.165137614678899,0.0857142857142857
01_24_KA,1,2,35,8,1,-16.0045208675526,-8.74830469026973,13.8478459154777,173.899931066176,136,0.252631578947368,0.136363636363636
01_24_KA,1,2,35,8,3,-17.3130375507137,-6.42978322133884,32.2966460932553,185.559983221477,149,0.469135802469136,0.213483146067416
01_24_KA,1,2,35,8,2,-15.0983499010465,-13.8340088453604,2.91969172135144,195.270944148936,141,0.0408163265306122,0.02
01_24_KA,1,2,35,8,4,-18.7257800312887,-7.90528262904968,26.5121678130285,192.586870335821,134,0.595744680851064,0.291666666666667
01_25_TP,1,2,39,13,1,-18.1366029897839,-9.98883996132896,7.11431142094166,203.367358576642,137,0.148514851485149,0.072463768115942
01_25_TP,1,2,39,13,3,-15.5343053049777,-6.10165769770553,23.0811753315911,190.214269301471,136,0.177777777777778,0.0833333333333333
01_25_TP,1,2,39,13,2,-13.7035790832413,-8.81742783231772,7.34441452608541,204.471982758621,145,0.044811320754717,0.022274325908558
01_25_TP,1,2,39,13,4,-19.7431513088243,-9.87637952931715,11.5188140514829,209.809639084507,142,0.222222222222222,0.113207547169811
01_26_KA,1,2,32,16,1,-0.805459925713524,5.62087147392653,25.7870262508813,171.965843023256,129,0.458333333333333,0.252679938744257
01_26_KA,1,2,32,16,3,8.53373725947829,12.9550767655692,13.8171922136002,164.147418478261,115,0.228915662650602,0.115151515151515
01_26_KA,1,2,32,16,2,1.31554928506287,3.00578559315264,3.20446322751709,179.655741869919,123,0.0217391304347826,0.010752688172043
01_26_KA,1,2,32,16,4,-1.0186354125992,5.47977549061192,21.6226603451182,169.026080827068,133,0.234210526315789,0.131075110456554
01_27_KK,1,2,36,9,1,-8.95421012754694,-6.16549106256059,11.7990668374748,211.527369966443,149,0.0642201834862385,0.0316742081447964
01_27_KK,1,2,36,9,3,-8.9030145035768,-5.26511977569661,16.7994415064843,195.850317028986,138,0.0729166666666667,0.0351758793969849
01_27_KK,1,2,36,9,2,-9.21066247662728,-5.86428641246431,11.1934101050254,219.634184966216,148,0.0973451327433628,0.0497737556561086
01_27_KK,1,2,36,9,4,-14.5870599219505,-9.95107209256132,17.4911434106429,203.626844618056,144,0.079646017699115,0.0414746543778802
01_28_KC,1,2,36,17,1,-24.8185659587565,-16.4792671525948,22.1569355388892,142.733134920635,126,0.338028169014085,0.164383561643836
01_28_KC,1,2,36,17,3,-24.9239694117342,-21.9454833636612,28.9335774255368,128.069196428571,126,0,0
01_28_KC,1,2,36,17,2,-21.740848402644,-17.7893166006696,16.9445616244037,147.211119186047,129,0.131578947368421,0.0694444444444444
01_28_KC,1,2,36,17,4,-22.532817737626,-16.2224266206024,27.0053456288557,141.178641732283,127,0.171875,0.0827067669172932
01_29_SD,1,2,21,11,1,-24.6737508303379,-18.9894910466318,14.06804541997,252.962024006623,151,0.315789473684211,0.136363636363636
01_29_SD,1,2,21,11,3,-17.4553925130475,-15.7577171298613,4.70844890954726,135.224412751678,149,0.117647058823529,0.0571428571428571
01_29_SD,1,2,21,11,2,-25.298911473562,-20.5861553273178,22.4265287100767,191.002604166667,150,0.223300970873786,0.12568306010929
01_29_SD,1,2,21,11,4,-28.8122915609836,-23.3479597992479,14.7066150364805,212.032833614865,148,0,0
01_30_AM,1,1,18,11,1,-32.288532642907,-30.4594109270441,3.08740557670978,189.000413907285,151,0.0714285714285714,0.0366492146596859
01_30_AM,1,1,18,11,3,-25.5542767203608,-15.4206611223747,18.610399342967,168.435801630435,138,0.292134831460674,0.156626506024096
01_30_AM,1,1,18,11,2,-23.3545540284651,-21.8742021876503,2.65418607395635,186.713324652778,144,0.0510204081632653,0.0261780104712042
01_30_AM,1,1,18,11,4,-31.4474428290618,-29.8814913146084,2.25199329177395,190.70206207483,147,0,0
01_31_MJ,1,2,42,10,1,-12.1024243479394,-4.70671699988502,40.6849000825928,189.814319349315,146,1.15789473684211,0.423076923076923
01_31_MJ,1,2,42,10,3,-10.57910670761,-5.60276327145719,31.5065238758077,161.747206125828,151,0.373376623376623,0.18341307814992
01_31_MJ,1,2,42,10,2,-11.8235645381434,-5.93767693681649,28.2853436803157,185.710773601399,143,0.247191011235955,0.115789473684211
01_31_MJ,1,2,42,10,4,-11.5584182074586,-3.20646824808029,26.8264833062614,210.134086879433,141,0.52,0.232142857142857
01_32_PT,1,2,28,14,1,-23.7937677961883,-16.564044558672,14.7310414878231,179.593857020548,146,0.11340206185567,0.0569948186528497
01_32_PT,1,2,28,14,3,-15.4394154844172,-4.57268106614045,25.0626472330664,158.580729166667,150,0.318181818181818,0.186666666666667
01_32_PT,1,2,28,14,2,-13.49045024694,-9.71948659079055,3.35727100379994,196.275684931507,146,0.06,0.0297029702970297
01_32_PT,1,2,28,14,4,-16.1583732375322,-13.831806704269,3.23973477407012,196.905838815789,152,0.0505050505050505,0.0248756218905473
01_33_GG,1,2,21,11,1,-16.8392527278177,-16.1455010427042,0.881710528385467,289.383370535714,140,0,0
01_33_GG,1,2,21,11,3,-15.4673018232061,-13.8509221898672,5.08432335467898,130.434782608696,138,0.0454545454545455,0.0229007633587786
01_33_GG,1,2,21,11,2,-17.887469389748,-10.3542898754891,19.2795668733285,193.67825255102,147,0.181818181818182,0.0891089108910891
01_33_GG,1,2,21,11,4,-18.4475243348284,-12.8998698132348,18.7515121781185,205.160074300699,143,0.272522522522523,0.154533844189017
01_34_CL,1,2,19,14,1,-22.8380022959137,-12.9384206451075,16.6454913613272,184.976156655844,154,0.281553398058252,0.153439153439153
01_34_CL,1,2,19,14,3,-18.4835354476569,-8.887557039206,24.333976549669,157.419386942675,157,0.645161290322581,0.24390243902439
01_34_CL,1,2,19,14,2,-19.8876400268473,-11.9947911856054,9.62375027596994,201.672676282051,156,0.104761904761905,0.0536585365853659
01_34_CL,1,2,19,14,4,-23.0997916532993,-12.4829407480372,19.6400369322982,170.892137096774,155,0.375,0.204545454545455
01_35_GI,1,2,38,16,1,-11.4183285031136,-11.7155725929132,1.20059138097088,294.650248344371,151,0.0263157894736842,0.0133333333333333
01_35_GI,1,2,38,16,3,-21.7763120219811,-12.1293508295029,13.7598443801882,146.587851821192,151,0.217948717948718,0.114093959731544
01_35_GI,1,2,38,16,2,-18.4578037322339,-11.5679513215749,11.4216232392786,181.33425245098,153,0.223404255319149,0.113513513513514
01_35_GI,1,2,38,16,4,-13.9538270524939,-2.8348957118426,15.2788054219407,220.842633928571,154,0.220338983050847,0.121495327102804
01_36_SB,1,2,27,14,1,-19.0696682408806,-6.78322083571057,22.7100802665259,203.748337765957,141,0.245098039215686,0.116279069767442
01_36_SB,1,2,27,14,3,-12.159103459007,-4.35215831643457,14.3484342044989,175.484913793103,145,0.195652173913043,0.108433734939759
01_36_SB,1,2,27,14,2,-19.6429425016991,-8.86516783867666,23.4985345758258,206.357284330986,142,0.35,0.154185022026432
01_36_SB,1,2,27,14,4,-17.998306996177,-4.07033406121204,27.4439207404315,195.576832706767,133,0.232323232323232,0.113300492610837
01_37_SD,1,2,40,20,1,-21.5682542385471,-19.4173389832149,4.34969984825021,222.296463815789,152,0.104347826086957,0.0526315789473684
01_37_SD,1,2,40,20,3,-20.076872262141,-17.5830768628897,4.74287478367804,186.382092927632,152,0.0425531914893617,0.0210526315789474
01_37_SD,1,2,40,20,2,-18.3637015668939,-16.9809858602179,2.17736332491457,206.658614309211,152,0.0465116279069767,0.023696682464455
01_37_SD,1,2,40,20,4,-21.2391678997512,-18.6420870050857,5.43942701268373,227.796052631579,152,0.0398230088495575,0.0195227765726681
01_38_SP,1,2,44,10,1,-10.6513538848054,-5.33020165961562,14.7046972743079,126.079358552632,152,0.333333333333333,0.16030534351145
01_38_SP,1,2,44,10,3,-13.3882688055022,-7.11688739838373,17.1223068201286,162.4755859375,144,0.319444444444444,0.141104294478528
01_38_SP,1,2,44,10,2,-13.4940646855447,-5.9440652342962,15.1311418765937,159.270833333333,150,0.25,0.142857142857143
01_38_SP,1,2,44,10,4,-12.1427504043651,-5.17659209192913,26.2809149165446,211.926912006579,152,0.320175438596491,0.18961038961039
01_39_MR,1,2,40,15,1,-28.3074172353343,-25.7602540089,5.15739527558789,183.31088362069,145,0.102040816326531,0.0537634408602151
01_39_MR,1,2,40,15,3,-28.1532904113981,-22.8545997287325,10.6432394592469,154.377140410959,146,0.0609756097560976,0.031055900621118
01_39_MR,1,2,40,15,2,-27.1552424815858,-26.6489568596877,1.21992291551903,185.049019607843,153,0.0106382978723404,0.00529100529100529
01_39_MR,1,2,40,15,4,-27.2722306579254,-24.0271619410542,4.50217879993127,178.874790268456,149,0.0434782608695652,0.0222222222222222
01_40_MM,1,2,39,16,1,-18.1984891479779,-12.7594992264664,14.5431456795843,182.732833059211,152,0.102040816326531,0.0537634408602151
01_40_MM,1,2,39,16,3,-19.2873987547101,-13.8833648754902,9.99176900691431,160.917207792208,154,0.0833333333333333,0.0434782608695652
01_40_MM,1,2,39,16,2,-22.1918914085501,-20.3311500356015,4.44339877943665,183.606350806452,155,0.0729166666666667,0.037037037037037
01_40_MM,1,2,39,16,4,-22.9409405428896,-17.5801459597305,13.3560658598331,203.372231012658,158,0,0
01_41_ZA,1,2,26,16,1,-16.6522195672853,-9.81582961481506,11.9475951506528,207.843959731544,149,0.1875,0.0976744186046512
01_41_ZA,1,2,26,16,3,-11.8507672875576,-1.51434830882503,15.2365468892199,192.089160839161,143,0.330555555555556,0.145654834761322
01_41_ZA,1,2,26,16,2,-12.9524713649513,-7.45106887666991,9.84274577053812,194.42349137931,145,0.135416666666667,0.0653266331658292
01_41_ZA,1,2,26,16,4,-11.2910952459867,-7.91089377160461,5.848197443924,245.215499161074,149,0.125984251968504,0.064
01_42_MN,1,1,30,17,1,-27.7155022539438,-16.0590285445231,6.67560797422134,205.818525326797,153,0.123809523809524,0.0616113744075829
01_42_MN,1,1,30,17,3,-17.710776125878,-3.99016755078219,13.4492297101885,201.625504032258,155,0.329787234042553,0.146919431279621
